,id,f1_score,precision,recall,accuracy,cross_entropy,seed,circuit,learning_rate,loss_history,val_losses,val_f1s,avg_epoch_time_seconds,network_str,model_path,weight_path,epochs,n_qubits,features_per_qubit,scaler
10,10,0.9943775100401606,1.0,0.9888178913738019,0.9942528735632183,0.02541304938495159,2,Senokosov2024Circuit,0.01,"[0.16130250651009478, 0.026777989679095827]","[0.032760392874479294, 0.025089344009757042]","[0.9936102236421726, 0.9952]",157.96396446228027,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_10.pth,results/weights/bin/,2,4,4,MinMaxScaler
11,11,0.9911504424778761,0.9983792544570502,0.9840255591054313,0.9909688013136289,0.18356984853744507,2,Senokosov2024Circuit,0.001,"[0.5722969533189347, 0.2506255531487496]","[0.36875078082084656, 0.18279056251049042]","[0.992, 0.9928172386272945]",157.26740384101868,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_11.pth,results/weights/bin/,2,4,4,MinMaxScaler
12,12,0.9943775100401606,1.0,0.9888178913738019,0.9942528735632183,0.0238333810120821,2,Anusha2024Circuit,0.01,"[0.11509557859512586, 0.02885743755062944]","[0.03064494952559471, 0.02615313231945038]","[0.9936102236421726, 0.9952]",61.946991086006165,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_12.pth,results/weights/bin/,2,4,4,MinMaxScaler
13,13,0.9919484702093397,1.0,0.9840255591054313,0.9917898193760263,0.11116153001785278,2,Anusha2024Circuit,0.001,"[0.4499369618041735, 0.15001418610642614]","[0.21692535281181335, 0.10976099967956543]","[0.9789644012944984, 0.9887820512820513]",61.9900860786438,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_13.pth,results/weights/bin/,2,4,4,MinMaxScaler
14,14,0.9943775100401606,1.0,0.9888178913738019,0.9942528735632183,0.023958958685398102,2,DoubleEntanglementVLCircuit,0.01,"[0.13290639966266768, 0.025446536069993225]","[0.03036854788661003, 0.025131650269031525]","[0.9936102236421726, 0.9952]",91.20513701438904,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_14.pth,results/weights/bin/,2,4,4,MinMaxScaler
15,15,0.9919484702093397,1.0,0.9840255591054313,0.9917898193760263,0.10574837028980255,2,DoubleEntanglementVLCircuit,0.001,"[0.5509471899192584, 0.17289591105164667]","[0.3136759102344513, 0.10504419356584549]","[0.9895749799518845, 0.9928057553956835]",91.16744387149811,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_15.pth,results/weights/bin/,2,4,4,MinMaxScaler
16,16,0.9935897435897436,0.9967845659163987,0.9904153354632588,0.993431855500821,0.02282232791185379,3,Ranga2024Circuit,0.01,"[0.09717881396615044, 0.024944453523953837]","[0.03148119896650314, 0.027850760146975517]","[0.9896743447180302, 0.9936204146730463]",190.9020355939865,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_16.pth,results/weights/bin/,2,4,4,MinMaxScaler
17,17,0.9911361804995971,1.0,0.9824281150159745,0.9909688013136289,0.09672555327415466,3,Ranga2024Circuit,0.001,"[0.35803463305101585, 0.13272364202298617]","[0.18245954811573029, 0.09541758894920349]","[0.9936, 0.9943955164131305]",190.50885152816772,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_17.pth,results/weights/bin/,2,4,4,MinMaxScaler
18,18,0.9943775100401606,1.0,0.9888178913738019,0.9942528735632183,0.025336654856801033,3,Senokosov2024Circuit,0.01,"[0.11228015169342, 0.023837941239195828]","[0.02975403144955635, 0.023872150108218193]","[0.9928286852589642, 0.9952]",155.93223404884338,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_18.pth,results/weights/bin/,2,4,4,MinMaxScaler
19,19,0.9919614147909968,0.9983818770226537,0.9856230031948882,0.9917898193760263,0.11224961280822754,3,Senokosov2024Circuit,0.001,"[0.4518912797793746, 0.1615887596517017]","[0.24508139491081238, 0.11272915452718735]","[0.9896083133493205, 0.9911929543634908]",156.3791779279709,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_19.pth,results/weights/bin/,2,4,4,MinMaxScaler
20,20,0.9943865276663993,0.998389694041868,0.9904153354632588,0.9942528735632183,0.02676256000995636,3,Anusha2024Circuit,0.01,"[0.15885508440336898, 0.03453845212750725]","[0.04473969712853432, 0.02960202284157276]","[0.99122106943336, 0.9936204146730463]",62.07124376296997,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_20.pth,results/weights/bin/,2,4,4,MinMaxScaler
21,21,0.9895414320193081,0.9967585089141004,0.9824281150159745,0.9893267651888341,0.09719838947057724,3,Anusha2024Circuit,0.001,"[0.4079673427010053, 0.12396832937864881]","[0.1670398712158203, 0.09648513793945312]","[0.9822866344605475, 0.989558232931727]",62.03582954406738,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_21.pth,results/weights/bin/,2,4,4,MinMaxScaler
22,22,0.9943775100401606,1.0,0.9888178913738019,0.9942528735632183,0.02562132477760315,3,DoubleEntanglementVLCircuit,0.01,"[0.15429086412156098, 0.02906083436774727]","[0.03820142522454262, 0.025596417486667633]","[0.9944044764188649, 0.9952]",91.25196015834808,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_22.pth,results/weights/bin/,2,4,4,MinMaxScaler
23,23,0.9911361804995971,1.0,0.9824281150159745,0.9909688013136289,0.1965613067150116,3,DoubleEntanglementVLCircuit,0.001,"[0.5286337169573495, 0.25324766391790227]","[0.34576255083084106, 0.19633640348911285]","[0.9879129734085415, 0.9903691813804173]",91.15169942378998,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_23.pth,results/weights/bin/,2,4,4,MinMaxScaler
24,24,0.9919614147909968,0.9983818770226537,0.9856230031948882,0.9917898193760263,0.029699165374040604,4,Ranga2024Circuit,0.01,"[0.12009620651186101, 0.028776471460189083]","[0.031191246584057808, 0.02082919143140316]","[0.9943955164131305, 0.9928057553956835]",191.92321360111237,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_24.pth,results/weights/bin/,2,4,4,MinMaxScaler
25,25,0.9911504424778761,0.9983792544570502,0.9840255591054313,0.9909688013136289,0.1290394514799118,4,Ranga2024Circuit,0.001,"[0.48543684311995383, 0.19094134041255242]","[0.28977757692337036, 0.12668272852897644]","[0.9896579156722355, 0.9944044764188649]",191.51637196540833,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_25.pth,results/weights/bin/,2,4,4,MinMaxScaler
26,26,0.9919484702093397,1.0,0.9840255591054313,0.9917898193760263,0.03326699137687683,4,Senokosov2024Circuit,0.01,"[0.16374429984103986, 0.028061228085885216]","[0.03547096252441406, 0.026268312707543373]","[0.9912350597609562, 0.9952]",155.85798454284668,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_26.pth,results/weights/bin/,2,4,4,MinMaxScaler
27,27,0.991207034372502,0.992,0.9904153354632588,0.9909688013136289,0.1999175250530243,4,Senokosov2024Circuit,0.001,"[0.6183001565697946, 0.30198657429335934]","[0.43918514251708984, 0.19959624111652374]","[0.9681923972071373, 0.9881046788263284]",155.80388402938843,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_27.pth,results/weights/bin/,2,4,4,MinMaxScaler
28,28,0.9919484702093397,1.0,0.9840255591054313,0.9917898193760263,0.034195512533187866,4,Anusha2024Circuit,0.01,"[0.11898562234618064, 0.025843166170249645]","[0.02887059934437275, 0.025782320648431778]","[0.994413407821229, 0.9952]",61.503413438797,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_28.pth,results/weights/bin/,2,4,4,MinMaxScaler
29,29,0.9903691813804173,0.9951612903225806,0.9856230031948882,0.9901477832512315,0.1442839503288269,4,Anusha2024Circuit,0.001,"[0.4972271563387231, 0.19246214843894305]","[0.2704261839389801, 0.14361421763896942]","[0.9872408293460925, 0.9896414342629483]",61.64976501464844,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_29.pth,results/weights/bin/,2,4,4,MinMaxScaler
30,30,0.9919484702093397,1.0,0.9840255591054313,0.9917898193760263,0.033358752727508545,4,DoubleEntanglementVLCircuit,0.01,"[0.13353034393788366, 0.02983052949084116]","[0.03865792974829674, 0.028370358049869537]","[0.9928286852589642, 0.9952]",90.68521654605865,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_30.pth,results/weights/bin/,2,4,4,MinMaxScaler
31,31,0.9911646586345382,0.9967689822294022,0.9856230031948882,0.9909688013136289,0.1527286320924759,4,DoubleEntanglementVLCircuit,0.001,"[0.5387203354192408, 0.21881225131648152]","[0.3286367654800415, 0.15155062079429626]","[0.9857369255150554, 0.99122106943336]",90.71518063545227,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_31.pth,results/weights/bin/,2,4,4,MinMaxScaler
32,32,0.9935794542536116,0.9983870967741936,0.9888178913738019,0.993431855500821,0.02261648327112198,5,Ranga2024Circuit,0.01,"[0.10735800386234921, 0.026739397887324327]","[0.02728445827960968, 0.023451363667845726]","[0.9944044764188649, 0.994413407821229]",189.6050854921341,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_32.pth,results/weights/bin/,2,4,4,MinMaxScaler
33,33,0.9911504424778761,0.9983792544570502,0.9840255591054313,0.9909688013136289,0.08591966331005096,5,Ranga2024Circuit,0.001,"[0.40004053398182515, 0.1346934387754453]","[0.22044742107391357, 0.08442693203687668]","[0.9856459330143541, 0.9944044764188649]",190.1298325061798,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_33.pth,results/weights/bin/,2,4,4,MinMaxScaler
34,34,0.9919484702093397,1.0,0.9840255591054313,0.9917898193760263,0.02931242808699608,5,Senokosov2024Circuit,0.01,"[0.14649424786483378, 0.023571130320258243]","[0.03284154832363129, 0.02452336810529232]","[0.9912350597609562, 0.9952]",155.2372566461563,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_34.pth,results/weights/bin/,2,4,4,MinMaxScaler
35,35,0.9911646586345382,0.9967689822294022,0.9856230031948882,0.9909688013136289,0.14445145428180695,5,Senokosov2024Circuit,0.001,"[0.5741723446469558, 0.23944293487032778]","[0.37667056918144226, 0.1444428712129593]","[0.977183320220299, 0.9896083133493205]",155.45545315742493,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_35.pth,results/weights/bin/,2,4,4,MinMaxScaler
36,36,0.9935794542536116,0.9983870967741936,0.9888178913738019,0.993431855500821,0.02935568057000637,5,Anusha2024Circuit,0.01,"[0.12168366061278472, 0.0353740631376001]","[0.043100565671920776, 0.028207261115312576]","[0.9952, 0.9936102236421726]",61.51787292957306,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_36.pth,results/weights/bin/,2,4,4,MinMaxScaler
37,37,0.9927710843373494,0.9983844911147012,0.987220447284345,0.9926108374384236,0.15814171731472015,5,Anusha2024Circuit,0.001,"[0.38756552564078256, 0.19574705584857024]","[0.2481461614370346, 0.1570497751235962]","[0.9872408293460925, 0.9952]",61.65274202823639,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_37.pth,results/weights/bin/,2,4,4,MinMaxScaler
38,38,0.9927594529364441,1.0,0.9856230031948882,0.9926108374384236,0.026900434866547585,5,DoubleEntanglementVLCircuit,0.01,"[0.1314447314086321, 0.02872699649934044]","[0.03819640725851059, 0.024182245135307312]","[0.9936102236421726, 0.9952]",90.61516845226288,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_38.pth,results/weights/bin/,2,4,4,MinMaxScaler
39,39,0.9927710843373494,0.9983844911147012,0.987220447284345,0.9926108374384236,0.16078537702560425,5,DoubleEntanglementVLCircuit,0.001,"[0.46830791950617967, 0.20803631631363378]","[0.2784636318683624, 0.16094909608364105]","[0.9904153354632588, 0.9927942353883107]",91.55546593666077,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): DoubleEntanglementVLCircuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/DoubleEntanglementVLCircuit_expID_0_dfID_39.pth,results/weights/bin/,2,4,4,MinMaxScaler
40,40,0.9888535031847133,0.9857142857142858,0.9920127795527156,0.9885057471264368,0.03381159156560898,6,Ranga2024Circuit,0.01,"[0.09843466289059602, 0.028392165338645053]","[0.029411397874355316, 0.039582759141922]","[0.9936305732484076, 0.9881235154394299]",189.9614963531494,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_40.pth,results/weights/bin/,2,4,4,MinMaxScaler
41,41,0.9903536977491961,0.9967637540453075,0.9840255591054313,0.9901477832512315,0.11540983617305756,6,Ranga2024Circuit,0.001,"[0.34250577137266336, 0.1455398906071327]","[0.1875038743019104, 0.11446955800056458]","[0.9904153354632588, 0.992]",189.466703414917,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Ranga2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Ranga2024Circuit_expID_0_dfID_41.pth,results/weights/bin/,2,4,4,MinMaxScaler
42,42,0.9935794542536116,0.9983870967741936,0.9888178913738019,0.993431855500821,0.022021308541297913,6,Senokosov2024Circuit,0.01,"[0.15111556956483246, 0.025688433410036134]","[0.029702158644795418, 0.022313596680760384]","[0.9936102236421726, 0.9928172386272945]",155.39641857147217,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_42.pth,results/weights/bin/,2,4,4,MinMaxScaler
43,43,0.9870759289176091,0.9983660130718954,0.9760383386581469,0.986863711001642,0.11851365864276886,6,Senokosov2024Circuit,0.001,"[0.5722712863628802, 0.19079107524042851]","[0.3307594954967499, 0.11823507398366928]","[0.9763651181744091, 0.9895414320193081]",155.27061700820923,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Senokosov2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Senokosov2024Circuit_expID_0_dfID_43.pth,results/weights/bin/,2,4,4,MinMaxScaler
44,44,0.9935794542536116,0.9983870967741936,0.9888178913738019,0.993431855500821,0.026830729097127914,6,Anusha2024Circuit,0.01,"[0.10866804774789336, 0.031075636551433587]","[0.03586992993950844, 0.029566003009676933]","[0.9944044764188649, 0.9920255183413078]",61.51482892036438,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_44.pth,results/weights/bin/,2,4,4,MinMaxScaler
45,45,0.9911504424778761,0.9983792544570502,0.9840255591054313,0.9909688013136289,0.11895020306110382,6,Anusha2024Circuit,0.001,"[0.35859740197070333, 0.14540532513178492]","[0.1878482550382614, 0.11640343070030212]","[0.9904153354632588, 0.992]",61.58975803852081,"BinQuantumNeuralNetwork(
  (quantum_circuit_nn): Anusha2024Circuit()
  (pre_processing): Linear(in_features=16, out_features=16, bias=True)
  (post_processing): Linear(in_features=1, out_features=1, bias=True)
)",results/models/bin/Anusha2024Circuit_expID_0_dfID_45.pth,results/weights/bin/,2,4,4,MinMaxScaler
